Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
422.0,617.0,225.0,UA,DEN,EWR,1,0
3299.0,1220.0,75.0,MQ,DFW,MAF,6,0
239.0,425.0,175.0,CO,MIA,EWR,5,0
5.0,655.0,95.0,WN,MSY,MCO,1,0
428.0,620.0,74.0,FL,ATL,PNS,6,0
2898.0,580.0,50.0,MQ,DFW,ABI,1,0
2684.0,690.0,142.0,DL,MIA,DCA,1,0
112.0,725.0,125.0,FL,DFW,ATL,2,0
626.0,530.0,128.0,AS,PDX,LAS,4,0
776.0,445.0,187.0,CO,IAH,PHL,5,0
566.0,1178.0,120.0,UA,ORD,ATL,6,0
6299.0,1148.0,89.0,OO,DEN,GCC,6,0
5981.0,877.0,126.0,XE,OKC,ORD,4,0
1743.0,885.0,90.0,AA,DFW,MCI,2,0
977.0,500.0,253.0,UA,IAD,DEN,7,0
1422.0,680.0,143.0,B6,LGB,PDX,4,0
775.0,745.0,150.0,AA,MIA,STT,2,0
4451.0,670.0,60.0,MQ,RDU,DCA,1,0
580.0,635.0,65.0,WN,STL,MCI,5,0
268.0,435.0,315.0,AA,SEA,JFK,6,0
604.0,630.0,149.0,AS,SEA,LAS,7,0
59.0,1170.0,65.0,WN,AMA,DAL,3,0
6266.0,987.0,186.0,OH,PHL,MEM,6,0
1951.0,810.0,110.0,DL,ATL,MIA,7,0
2936.0,942.0,56.0,XE,IAH,AEX,2,0
1332.0,1230.0,115.0,AA,DFW,ATL,1,0
6673.0,1035.0,103.0,OH,JFK,DCA,6,0
2148.0,735.0,132.0,XE,BNA,EWR,2,0
1815.0,705.0,109.0,US,PHL,CLT,4,0
882.0,996.0,136.0,UA,ORD,BOS,7,0
991.0,475.0,130.0,UA,IAD,ORD,1,0
2033.0,1130.0,135.0,WN,MCO,CMH,1,0
418.0,420.0,172.0,B6,PBI,BOS,4,0
3881.0,1070.0,125.0,9E,HOU,ATL,2,0
7067.0,486.0,110.0,EV,MHT,IAD,3,0
1961.0,990.0,148.0,DL,PHL,ATL,4,0
5362.0,345.0,123.0,EV,SHV,ATL,3,0
98.0,1025.0,205.0,AS,ANC,SEA,7,0
2208.0,380.0,157.0,XE,MCI,EWR,4,0
147.0,413.0,104.0,UA,SAN,SFO,4,0
1188.0,465.0,167.0,FL,MCO,MLI,5,0
6451.0,1313.0,55.0,OO,LAX,SMX,3,0
1141.0,345.0,190.0,AA,JFK,MIA,4,0
2459.0,445.0,109.0,DL,ATL,STL,4,0
2008.0,610.0,149.0,XE,IAH,RDU,5,0
7.0,540.0,385.0,HA,LAS,HNL,1,0
3056.0,795.0,88.0,XE,IAH,VPS,4,0
146.0,520.0,37.0,HA,HNL,OGG,4,0
1014.0,430.0,66.0,CO,DFW,IAH,3,0
5040.0,995.0,76.0,EV,BTR,MEM,4,0
2629.0,500.0,333.0,DL,ATL,SEA,2,0
2903.0,385.0,91.0,YV,SBA,PHX,1,0
6620.0,975.0,86.0,OO,RNO,LAX,5,0
4258.0,1205.0,80.0,MQ,GRR,ORD,4,0
4956.0,543.0,107.0,EV,IND,ATL,1,0
622.0,500.0,70.0,WN,MDW,CLE,7,0
2044.0,835.0,125.0,AA,MTJ,DFW,7,0
685.0,799.0,101.0,B6,BOS,DCA,4,0
573.0,530.0,240.0,FL,MKE,PHX,5,0
2816.0,598.0,178.0,YV,PHX,DSM,1,0
2337.0,405.0,104.0,XE,GSP,EWR,6,0
462.0,525.0,148.0,US,PDX,PHX,6,0
1805.0,1100.0,85.0,AA,XNA,DFW,7,0
3603.0,1275.0,100.0,MQ,MIA,CHS,5,0
1583.0,555.0,56.0,CO,IAH,AUS,1,0
1758.0,1170.0,80.0,WN,SFO,SNA,5,0
4951.0,669.0,178.0,EV,ELP,ATL,1,0
755.0,1150.0,122.0,CO,IAH,ATL,1,0
1888.0,410.0,125.0,AA,DFW,JAX,2,0
73.0,365.0,45.0,AS,SIT,JNU,5,0
4664.0,535.0,95.0,MQ,CLE,LGA,6,0
671.0,470.0,177.0,FL,MKE,MCO,6,0
2648.0,415.0,72.0,DL,TLH,ATL,2,0
6497.0,640.0,125.0,OO,DEN,LIT,2,0
8.0,1375.0,345.0,HA,HNL,LAS,7,0
415.0,425.0,187.0,UA,MSY,DEN,3,0
2221.0,720.0,85.0,WN,SAN,OAK,5,0
12.0,595.0,292.0,US,PHX,JFK,6,0
5569.0,875.0,89.0,EV,FAY,ATL,6,0
6611.0,555.0,119.0,OH,MEM,OMA,5,0
1426.0,575.0,180.0,AA,SAN,DFW,4,0
1768.0,30.0,220.0,DL,LAX,MSP,4,0
1402.0,510.0,377.0,CO,EWR,LAX,2,0
4823.0,690.0,103.0,OO,SLC,FAT,3,0
597.0,1080.0,140.0,FL,ROC,ATL,4,0
3717.0,576.0,116.0,9E,HOU,ATL,4,0
425.0,940.0,270.0,AA,ORD,SEA,2,0
2905.0,790.0,122.0,YV,PHX,GJT,5,0
817.0,1290.0,80.0,FL,BWI,BOS,2,0
6766.0,1015.0,143.0,OH,MSN,LGA,4,0
2818.0,1190.0,179.0,YV,PHX,DSM,5,0
3654.0,445.0,160.0,MQ,RIC,MIA,3,0
69.0,635.0,155.0,UA,DEN,LAX,2,0
6600.0,655.0,145.0,OH,STL,JFK,5,0
400.0,930.0,154.0,UA,SEA,DEN,1,0
2493.0,586.0,114.0,DL,RIC,ATL,5,0
5592.0,595.0,73.0,EV,ATL,CAE,5,0
6471.0,935.0,110.0,OH,BOS,DCA,1,0
2242.0,1068.0,134.0,DL,ATL,EWR,5,0
1432.0,310.0,95.0,US,MCO,CLT,6,0
430.0,595.0,164.0,B6,MCO,BOS,6,0
944.0,790.0,100.0,US,CLT,CLE,4,0
1181.0,720.0,113.0,US,PBI,CLT,7,0
